data,"""cpu"""
7/11/2020 6:11,0.3
7/11/2020 6:12,1.1
7/11/2020 6:13,1.7
7/11/2020 6:14,6.1
7/11/2020 6:15,3.7
7/11/2020 6:16,0.5
7/11/2020 6:17,0.3
7/11/2020 6:18,2.9
7/11/2020 6:19,0.2
7/11/2020 6:20,8
7/11/2020 6:21,0.3
7/11/2020 6:22,0.9
7/11/2020 6:23,6.2
7/11/2020 6:24,11
7/11/2020 6:25,18.8
7/11/2020 6:26,4.2
7/11/2020 6:27,1
7/11/2020 6:28,3
7/11/2020 6:29,0.7
7/11/2020 6:30,8.6
7/11/2020 6:31,8.6
7/11/2020 6:32,1.6
7/11/2020 6:33,3.1
7/11/2020 6:34,6.6
7/11/2020 6:35,3.3
7/11/2020 6:36,1.6
7/11/2020 6:37,0.9
7/11/2020 6:38,3.7
7/11/2020 6:39,0.9
7/11/2020 6:40,5.1
7/11/2020 6:41,0.2
7/11/2020 6:42,1.1
7/11/2020 6:43,3.9
7/11/2020 6:44,0.8
7/11/2020 6:45,3.7
7/11/2020 6:46,0.5
7/11/2020 6:47,0.3
7/11/2020 6:48,2.9
7/11/2020 6:49,0.3
7/11/2020 6:50,6.6
7/11/2020 6:51,0.3
7/11/2020 6:52,1.1
7/11/2020 6:53,8.2
7/11/2020 6:54,19.6
7/11/2020 6:55,28.6
7/11/2020 6:56,1.7
7/11/2020 6:57,21.1
7/11/2020 6:58,3.2
7/11/2020 6:59,1.7
7/11/2020 7:00,12
7/11/2020 7:01,1
7/11/2020 7:02,4
7/11/2020 7:03,2.9
7/11/2020 7:04,1.1
7/11/2020 7:05,3.4
7/11/2020 7:06,0.8
7/11/2020 7:07,0.9
7/11/2020 7:08,6.4
7/11/2020 7:09,10.4
7/11/2020 7:10,2.7
7/11/2020 7:11,0.5
7/11/2020 7:12,0.9
7/11/2020 7:13,3.5
7/11/2020 7:14,18.3
7/11/2020 7:15,3.6
7/11/2020 7:16,0.5
7/11/2020 7:17,0.3
7/11/2020 7:18,9.9
7/11/2020 7:19,3.9
7/11/2020 7:20,4.1
7/11/2020 7:21,0.5
7/11/2020 7:22,0.9
7/11/2020 7:23,5.3
7/11/2020 7:24,13.3
7/11/2020 7:25,20.9
7/11/2020 7:26,4.1
7/11/2020 7:27,1
7/11/2020 7:28,2.9
7/11/2020 7:29,3.9
7/11/2020 7:30,4.7
7/11/2020 7:31,5.6
7/11/2020 7:32,1.7
7/11/2020 7:33,4.1
7/11/2020 7:34,7
7/11/2020 7:35,3.7
7/11/2020 7:36,0.9
7/11/2020 7:37,1.4
7/11/2020 7:38,4.1
7/11/2020 7:39,1.3
7/11/2020 7:40,3.9
7/11/2020 7:41,0.2
7/11/2020 7:42,1.2
7/11/2020 7:43,2.5
7/11/2020 7:44,0.5
7/11/2020 7:45,3.2
7/11/2020 7:46,0.9
7/11/2020 7:47,0.3
7/11/2020 7:48,2.8
7/11/2020 7:49,0.5
7/11/2020 7:50,2.9
7/11/2020 7:51,0.3
7/11/2020 7:52,1.1
7/11/2020 7:53,5.8
7/11/2020 7:54,22.3
7/11/2020 7:55,25.6
7/11/2020 7:56,2.5
7/11/2020 7:57,21
7/11/2020 7:58,3.1
7/11/2020 7:59,0.9
7/11/2020 8:00,4.3
7/11/2020 8:01,1.8
7/11/2020 8:02,0.8
7/11/2020 8:03,3.1
7/11/2020 8:04,1.1
7/11/2020 8:05,3.7
7/11/2020 8:06,0.9
7/11/2020 8:07,0.7
7/11/2020 8:08,2.9
7/11/2020 8:09,1
7/11/2020 8:10,10.1
7/11/2020 8:11,3.8
7/11/2020 8:12,1
7/11/2020 8:13,4.6
7/11/2020 8:14,6.3
7/11/2020 8:15,3.4
7/11/2020 8:16,0.4
7/11/2020 8:17,0.3
7/11/2020 8:18,3
7/11/2020 8:19,0.2
7/11/2020 8:20,8.5
7/11/2020 8:21,0.2
7/11/2020 8:22,1
7/11/2020 8:23,1.1
7/11/2020 8:24,16.3
7/11/2020 8:25,18.7
7/11/2020 8:26,1.3
7/11/2020 8:27,3
7/11/2020 8:28,3.1
7/11/2020 8:29,14.3
7/11/2020 8:30,3.5
7/11/2020 8:31,0.8
7/11/2020 8:32,1.9
7/11/2020 8:33,3.9
7/11/2020 8:34,9.3
7/11/2020 8:35,4
7/11/2020 8:36,1.1
7/11/2020 8:37,0.9
7/11/2020 8:38,4.3
7/11/2020 8:39,0.9
7/11/2020 8:40,7.8
7/11/2020 8:41,0.8
7/11/2020 8:42,5.4
7/11/2020 8:43,2.6
7/11/2020 8:44,0.9
7/11/2020 8:45,3.9
7/11/2020 8:46,0.5
7/11/2020 8:47,0.3
7/11/2020 8:48,2.5
7/11/2020 8:49,1.1
7/11/2020 8:50,8.2
7/11/2020 8:51,0.3
7/11/2020 8:52,0.9
7/11/2020 8:53,6.6
7/11/2020 8:54,9.4
7/11/2020 8:55,27.7
7/11/2020 8:56,3.8
7/11/2020 8:57,20.7
7/11/2020 8:58,2.8
7/11/2020 8:59,0.9
7/11/2020 9:00,9.8
7/11/2020 9:01,0.9
7/11/2020 9:02,1.4
7/11/2020 9:03,4.3
7/11/2020 9:04,1
7/11/2020 9:05,3.3
7/11/2020 9:06,9.1
7/11/2020 9:07,0.7
7/11/2020 9:08,6
7/11/2020 9:09,0.7
7/11/2020 9:10,5.8
7/11/2020 9:11,0.8
7/11/2020 9:12,1.3
7/11/2020 9:13,2.4
7/11/2020 9:14,6.5
7/11/2020 9:15,3.7
7/11/2020 9:16,0.5
7/11/2020 9:17,0.3
7/11/2020 9:18,3.1
7/11/2020 9:19,0.3
7/11/2020 9:20,8.3
7/11/2020 9:21,0.2
7/11/2020 9:22,0.8
7/11/2020 9:23,2.4
7/11/2020 9:24,21.9
7/11/2020 9:25,19.7
7/11/2020 9:26,4.3
7/11/2020 9:27,1.3
7/11/2020 9:28,13.8
7/11/2020 9:29,0.8
7/11/2020 9:30,8.2
7/11/2020 9:31,0.8
7/11/2020 9:32,1.7
7/11/2020 9:33,3.1
7/11/2020 9:34,22.7
7/11/2020 9:35,3.1
7/11/2020 9:36,0.8
7/11/2020 9:37,0.8
7/11/2020 9:38,3.2
7/11/2020 9:39,1
7/11/2020 9:40,4.3
7/11/2020 9:41,0.7
7/11/2020 9:42,1.5
7/11/2020 9:43,3
7/11/2020 9:44,0.7
7/11/2020 9:45,3.6
7/11/2020 9:46,0.4
7/11/2020 9:47,0.3
7/11/2020 9:48,2.7
7/11/2020 9:49,0.3
7/11/2020 9:50,4.1
7/11/2020 9:51,0.4
7/11/2020 9:52,0.9
7/11/2020 9:53,2.1
7/11/2020 9:54,28
7/11/2020 9:55,24.1
7/11/2020 9:56,0.9
7/11/2020 9:57,27.7
7/11/2020 9:58,4.6
7/11/2020 9:59,0.7
7/11/2020 10:00,6.6
7/11/2020 10:01,1.3
7/11/2020 10:02,2.1
7/11/2020 10:03,3.3
7/11/2020 10:04,10.7
7/11/2020 10:05,3.6
7/11/2020 10:06,2.2
7/11/2020 10:07,0.9
7/11/2020 10:08,4
7/11/2020 10:09,1
7/11/2020 10:10,4.1
7/11/2020 10:11,0.9
7/11/2020 10:12,1.6
7/11/2020 10:13,3.8
7/11/2020 10:14,6.2
7/11/2020 10:15,3.5
7/11/2020 10:16,0.5
7/11/2020 10:17,0.3
7/11/2020 10:18,3.1
7/11/2020 10:19,0.3
7/11/2020 10:20,3.3
7/11/2020 10:21,0.3
7/11/2020 10:22,1
7/11/2020 10:23,2.9
7/11/2020 10:24,21.7
7/11/2020 10:25,19.3
7/11/2020 10:26,3.9
7/11/2020 10:27,1.1
7/11/2020 10:28,5.1
7/11/2020 10:29,0.9
7/11/2020 10:30,5.2
7/11/2020 10:31,0.9
7/11/2020 10:32,1.6
7/11/2020 10:33,3.5
7/11/2020 10:34,4.9
7/11/2020 10:35,7.6
7/11/2020 10:36,0.9
7/11/2020 10:37,0.9
7/11/2020 10:38,6.4
7/11/2020 10:39,0.7
7/11/2020 10:40,3
7/11/2020 10:41,0.9
7/11/2020 10:42,2.1
7/11/2020 10:43,4.8
7/11/2020 10:44,1.1
7/11/2020 10:45,2.9
7/11/2020 10:46,0.4
7/11/2020 10:47,0.3
7/11/2020 10:48,2.2
7/11/2020 10:49,0.3
7/11/2020 10:50,3.1
7/11/2020 10:51,0.5
7/11/2020 10:52,0.9
7/11/2020 10:53,2.7
7/11/2020 10:54,6.3
7/11/2020 10:55,21.7
7/11/2020 10:56,2.1
7/11/2020 10:57,21
7/11/2020 10:58,4.3
7/11/2020 10:59,0.9
7/11/2020 11:00,4.3
7/11/2020 11:01,0.9
7/11/2020 11:02,4.3
7/11/2020 11:03,2.2
7/11/2020 11:04,1.4
7/11/2020 11:05,3.9
7/11/2020 11:06,0.9
7/11/2020 11:07,0.8
7/11/2020 11:08,6.3
7/11/2020 11:09,0.9
7/11/2020 11:10,8.3
7/11/2020 11:11,0.7
7/11/2020 11:12,1.9
7/11/2020 11:13,4.6
7/11/2020 11:14,6.9
7/11/2020 11:15,4.5
7/11/2020 11:16,0.4
7/11/2020 11:17,0.3
7/11/2020 11:18,2.7
7/11/2020 11:19,0.4
7/11/2020 11:20,8.9
7/11/2020 11:21,0.2
7/11/2020 11:22,0.9
7/11/2020 11:23,4.7
7/11/2020 11:24,20.5
7/11/2020 11:25,18.6
7/11/2020 11:26,6
7/11/2020 11:27,5.7
7/11/2020 11:28,3
7/11/2020 11:29,0.9
7/11/2020 11:30,10
7/11/2020 11:31,0.9
7/11/2020 11:32,1.7
7/11/2020 11:33,5.6
7/11/2020 11:34,6.8
7/11/2020 11:35,5.1
7/11/2020 11:36,0.9
7/11/2020 11:37,0.9
7/11/2020 11:38,2.9
7/11/2020 11:39,0.9
7/11/2020 11:40,6.9
7/11/2020 11:41,0.6
7/11/2020 11:42,2.1
7/11/2020 11:43,2.9
7/11/2020 11:44,1.4
7/11/2020 11:45,6.7
7/11/2020 11:46,0.5
7/11/2020 11:47,0.4
7/11/2020 11:48,2.7
7/11/2020 11:49,0.3
7/11/2020 11:50,8.5
7/11/2020 11:51,0.4
7/11/2020 11:52,0.9
7/11/2020 11:53,5.1
7/11/2020 11:54,24.4
7/11/2020 11:55,26.8
7/11/2020 11:56,1.6
7/11/2020 11:57,20.8
7/11/2020 11:58,4.1
7/11/2020 11:59,1.1
7/11/2020 12:00,11.1
7/11/2020 12:01,11.1
7/11/2020 12:02,1.7
7/11/2020 12:03,3.7
7/11/2020 12:04,1.2
7/11/2020 12:05,3.7
7/11/2020 12:06,3.7
7/11/2020 12:07,0.9
7/11/2020 12:08,4.8
7/11/2020 12:09,2.4
7/11/2020 12:10,3.9
7/11/2020 12:11,0.7
7/11/2020 12:12,1.5
7/11/2020 12:13,4.5
7/11/2020 12:14,5.8
7/11/2020 12:15,4.3
7/11/2020 12:16,1
7/11/2020 12:17,0.7
7/11/2020 12:18,2.7
7/11/2020 12:19,0.4
7/11/2020 12:20,3.3
7/11/2020 12:21,0.3
7/11/2020 12:22,1.1
7/11/2020 12:23,2.8
7/11/2020 12:24,21.3
7/11/2020 12:25,21.3
7/11/2020 12:26,1.1
7/11/2020 12:27,25
7/11/2020 12:28,3.5
7/11/2020 12:29,0.7
7/11/2020 12:30,4.3
7/11/2020 12:31,0.9
7/11/2020 12:32,1.7
7/11/2020 12:33,5.8
7/11/2020 12:34,5.8
7/11/2020 12:35,17.3
7/11/2020 12:36,1.1
7/11/2020 12:37,1.2
7/11/2020 12:38,4.7
7/11/2020 12:39,0.9
7/11/2020 12:40,8.5
7/11/2020 12:41,1.5
7/11/2020 12:42,1.5
7/11/2020 12:43,3.3
7/11/2020 12:44,1.3
7/11/2020 12:45,5.3
7/11/2020 12:46,1
7/11/2020 12:47,1.2
7/11/2020 12:48,2.3
7/11/2020 12:49,0.3
7/11/2020 12:50,9.5
7/11/2020 12:51,0.3
7/11/2020 12:52,1.5
7/11/2020 12:53,5.5
7/11/2020 12:54,33
7/11/2020 12:55,28.4
7/11/2020 12:56,1.9
7/11/2020 12:57,21.2
7/11/2020 12:58,4.8
7/11/2020 12:59,1.1
7/11/2020 13:00,4.8
7/11/2020 13:01,13.1
7/11/2020 13:02,1.9
7/11/2020 13:03,2.6
7/11/2020 13:04,1.1
7/11/2020 13:05,3.9
7/11/2020 13:06,1.4
7/11/2020 13:07,1.5
7/11/2020 13:08,3.4
7/11/2020 13:09,1
7/11/2020 13:10,9.8
7/11/2020 13:11,2.5
7/11/2020 13:12,2.1
7/11/2020 13:13,4.7
7/11/2020 13:14,7.8
7/11/2020 13:15,4.7
7/11/2020 13:16,1.7
7/11/2020 13:17,1
7/11/2020 13:18,3.7
7/11/2020 13:19,2.4
7/11/2020 13:20,7.5
7/11/2020 13:21,3.2
7/11/2020 13:22,1.3
7/11/2020 13:23,2.9
7/11/2020 13:24,24.3
7/11/2020 13:25,20.2
7/11/2020 13:26,4.7
7/11/2020 13:27,1.9
7/11/2020 13:28,3.5
7/11/2020 13:29,1.2
7/11/2020 13:30,8.4
7/11/2020 13:31,1.1
7/11/2020 13:32,2.3
7/11/2020 13:33,3.2
7/11/2020 13:34,5.8
7/11/2020 13:35,4.4
7/11/2020 13:36,1.3
7/11/2020 13:37,1.3
7/11/2020 13:38,4.2
7/11/2020 13:39,1.3
7/11/2020 13:40,3.9
7/11/2020 13:41,0.9
7/11/2020 13:42,1.5
7/11/2020 13:43,3.3
7/11/2020 13:44,1.7
7/11/2020 13:45,3.9
7/11/2020 13:46,1.3
7/11/2020 13:47,1.2
7/11/2020 13:48,3.1
7/11/2020 13:49,1
7/11/2020 13:50,4.1
7/11/2020 13:51,0.8
7/11/2020 13:52,1.3
7/11/2020 13:53,2.9
7/11/2020 13:54,29.6
7/11/2020 13:55,38.1
7/11/2020 13:56,1.9
7/11/2020 13:57,24
7/11/2020 13:58,4.1
7/11/2020 13:59,1.3
7/11/2020 14:00,7.6
7/11/2020 14:01,2.2
7/11/2020 14:02,2.5
7/11/2020 14:03,3.7
7/11/2020 14:04,1.6
7/11/2020 14:05,7.4
7/11/2020 14:06,1.5
7/11/2020 14:07,1.3
7/11/2020 14:08,4.8
7/11/2020 14:09,1.3
7/11/2020 14:10,10.2
7/11/2020 14:11,1.2
7/11/2020 14:12,1.7
7/11/2020 14:13,3.9
7/11/2020 14:14,8.7
7/11/2020 14:15,5.1
7/11/2020 14:16,0.9
7/11/2020 14:17,1.5
7/11/2020 14:18,3.3
7/11/2020 14:19,3.1
7/11/2020 14:20,9.3
7/11/2020 14:21,0.7
7/11/2020 14:22,1.1
7/11/2020 14:23,5.1
7/11/2020 14:24,26.9
7/11/2020 14:25,19.6
7/11/2020 14:26,0.9
7/11/2020 14:27,21.4
7/11/2020 14:28,4.1
7/11/2020 14:29,0.9
7/11/2020 14:30,11.2
7/11/2020 14:31,1.1
7/11/2020 14:32,2.1
7/11/2020 14:33,6.6
7/11/2020 14:34,6.7
7/11/2020 14:35,3.5
7/11/2020 14:36,1
7/11/2020 14:37,1.1
7/11/2020 14:38,4.9
7/11/2020 14:39,1.2
7/11/2020 14:40,7.7
7/11/2020 14:41,4.5
7/11/2020 14:42,2.4
7/11/2020 14:43,12.8
7/11/2020 14:44,2.9
7/11/2020 14:45,3.7
7/11/2020 14:46,1.7
7/11/2020 14:47,1.1
7/11/2020 14:48,11.6
7/11/2020 14:49,2.7
7/11/2020 14:50,8.3
7/11/2020 14:51,6.3
7/11/2020 14:52,1.5
7/11/2020 14:53,1.6
7/11/2020 14:54,3.9
7/11/2020 14:55,29
7/11/2020 14:56,2.5
7/11/2020 14:57,21.3
7/11/2020 14:58,3.8
7/11/2020 14:59,1.7
7/11/2020 15:00,9.8
7/11/2020 15:01,2.1
7/11/2020 15:02,2.3
7/11/2020 15:03,3.1
7/11/2020 15:04,1.7
7/11/2020 15:05,4
7/11/2020 15:06,1.3
7/11/2020 15:07,0.9
7/11/2020 15:08,4
7/11/2020 15:09,8.2
7/11/2020 15:10,6.1
7/11/2020 15:11,0.9
7/11/2020 15:12,1.9
7/11/2020 15:13,5
7/11/2020 15:14,7
7/11/2020 15:15,4.3
7/11/2020 15:16,1.3
7/11/2020 15:17,1
7/11/2020 15:18,3.8
7/11/2020 15:19,1.2
7/11/2020 15:20,6.7
7/11/2020 15:21,1.1
7/11/2020 15:22,1.5
7/11/2020 15:23,4.9
7/11/2020 15:24,26.4
7/11/2020 15:25,19.7
7/11/2020 15:26,5.3
7/11/2020 15:27,21.3
7/11/2020 15:28,3.8
7/11/2020 15:29,0.9
7/11/2020 15:30,7
7/11/2020 15:31,1.3
7/11/2020 15:32,4.5
7/11/2020 15:33,3.5
7/11/2020 15:34,6.6
7/11/2020 15:35,3.3
7/11/2020 15:36,1
7/11/2020 15:37,0.9
7/11/2020 15:38,18.9
7/11/2020 15:39,0.8
7/11/2020 15:40,3.5
7/11/2020 15:41,0.6
